
Clutter,0,0.16,0.01,0.22,4.1,0.22,0.19,2,0,10,0.57,2,2,2,10,10,10
Clutter,0,0.05,0.01,0.14,3,0.3,0.04,1,0,10,0.84,2,2,2,10,10,10
Clutter,0,0.26,0.01,0.14,3.6,0.44,0.07,1,0,10,0.75,2,2,2,10,10,10
Beams,0,0.04,1,5.66,0,0.19,0,2,0,10,10,0,0,0,0.22,0.1,1
Walls,0,0.02,0.02,0.57,2.8,0.38,0,4,1,10,0.44,2,2,2,10,10,10
Walls,0,0.01,0.01,3.05,2.2,0.07,0.08,1,1,10,0.23,2,2,2,10,10,10
Walls,0,0.01,0,1.06,0.7,0.09,0.09,1,1,1.19,0.76,2,2,2,10,10,10
Roofs,0,0.69,0.76,6.09,0.3,10,0,3,1,10,10,0,0,0,0.01,0.09,0.82
Walls,0,0.34,0.94,3.97,0.1,0.03,0,4,1,10,10,0,0,1,1.11,0.04,0.87
Walls,0,0.01,0.01,0.42,2.2,0.03,0.05,2,0,0.36,0.48,2,2,2,10,10,10
Walls,0.01,0,0.01,2.41,3,0,0,2,0,10,0.39,2,2,2,10,10,10
Walls,0.02,0.01,0.01,3.61,2.7,0,0,8,1,10,0.55,2,2,2,10,10,10
Ceilings,0.26,0,1,24.04,0,0,0,4,1,10,10,0.72,0,0.89,1.03,0,0.8
Roofs,0.13,0.01,1,18.69,0.1,0,0,5,1,10,10,0,0.94,0,0,0.01,0.21
Walls,0,0.01,0.01,2.69,0.6,0.08,0.07,1,1,1.21,0.77,2,2,2,10,10,10
Floors,0.14,0,1,21.24,0,0,0,4,1,10,10,0.04,0,0.96,0,2.53,1
Walls,0.04,0,0,8.92,3,0,0,6,1,10,0.48,2,2,2,10,10,10
Clutter,0,0.04,1,2.05,0,0.22,1.04,0,0,10,10,0,0,1,0.21,1.37,1
Walls,0,0,0,0.92,1,0,0,1,0,0.08,0.48,2,2,2,10,10,10
Clutter,0,0.03,1,1.41,0,0.35,0.21,0,0,10,10,1,0,1,1.65,0.06,1
Walls,0,0.21,0,0.22,2.7,4.03,0,3,1,10,0.59,2,2,2,10,10,10
Walls,0.02,0.04,0.04,18.55,0.8,0,0,4,1,0.72,10,2,2,2,10,10,10
Walls,0,0.02,0,0.28,2.6,4.06,0,4,1,0,0.48,2,2,2,10,10,10
Ceilings,0,0.05,1,5.04,0,0.06,0.05,5,1,10,10,0.67,0,0.67,1.1,0.03,1
Clutter,0,0.02,0.01,0.28,1.8,0.3,0.29,0,0,0.02,0.46,2,2,2,10,10,10
Walls,0,0.01,0.01,0.92,2.7,0.01,0,2,1,10,0.78,2,2,2,10,10,10
Clutter,0,0.01,1,1.41,0,0.36,0.12,0,0,10,10,1,0,1,1.64,0.05,1
Clutter,0,0,0,1.06,0.6,0.33,0.29,0,0,10,0.25,2,2,2,10,10,10
Clutter,0,0.01,1,1.63,0,0.1,1.27,0,0,10,10,1,0,1,1.12,0.03,0
Walls,0,0.15,0.99,3.82,0,0,0.03,2,1,10,10,0,0,0,1.04,0.01,1
Walls,0,0.09,0.89,3.68,0.1,0.06,0.23,5,1,10,10,0,0,0,0.07,1.58,0
Walls,0,0,0,1.56,0.6,0.06,0.08,0,1,0.92,0.01,2,2,2,10,10,10
Walls,0,0.06,0,0.28,2.5,4.96,0.13,2,1,0,0.83,2,2,2,10,10,10
Walls,0,0.02,0.02,1.06,0.6,0,1.06,3,1,10,0.25,2,2,2,10,10,10
Walls,0,0.02,0.01,1.2,2.1,0,0.41,2,1,0.42,0.85,2,2,2,10,10,10
Walls,0.05,0,0,16.64,5.2,0,0,5,1,10,10,2,2,2,10,10,10
Walls,0,0.01,0.01,2.83,0.6,0.02,0.62,1,1,10,0.88,2,2,2,10,10,10
Clutter,0,0.04,1,2.62,0.1,0.04,0,2,0,10,10,0,0,1,0.1,1.62,1
Walls,0,0.02,0.02,2.41,2.6,0.02,0.3,5,1,10,0.88,2,2,2,10,10,10
Clutter,0,0.09,0.08,1.49,0.9,0.15,0.17,4,0,0.8,10,2,2,2,10,10,10
Clutter,0,0.02,1,2.12,0,0.23,0.82,2,0,10,10,0,0,0,0.8,0.01,1
Walls,0,0,0,0.85,0.6,0.02,0.08,1,1,0.92,0,2,2,2,10,10,10
Clutter,0,0.04,0,0.42,1.2,5.1,0.12,1,0,10,0.39,2,2,2,10,10,10
Clutter,0,0.02,0.01,0.57,1.1,1.44,0,1,0,10,0.03,2,2,2,10,10,10
Walls,0.02,0.03,0.02,17.65,0.7,0,0,6,1,0.71,10,2,2,2,10,10,10
Roofs,0.08,0.02,1,24.35,0.2,0,0,8,1,10,10,0,0.19,0,0.52,0.03,0.1
Clutter,0,0.02,1,1.7,0,0.1,1.83,0,0,10,10,1,0,1,1.12,0.03,1
Clutter,0,0.03,1,2.48,0,0,0.92,0,0,10,10,0,1,1,0.02,1.58,1
Clutter,0,0.07,1,1.84,0.1,0.05,0.89,1,0,10,10,0,1,1,0.08,1.63,1
Clutter,0,0.02,1,1.72,0,0.01,0.51,4,1,10,10,0,0,1,0,1.57,1
Walls,0,0,0,1.06,0.6,0.02,0.08,1,1,0.65,0,2,2,2,10,10,10
Clutter,0,0.14,0.13,1.49,0.7,0.15,0.45,2,0,2.07,10,2,2,2,10,10,10
Clutter,0,0.01,1,1.63,0,0.1,1.26,0,0,10,10,1,0,1,1.12,0.02,0
Clutter,0,0.01,1,1.63,0,0.04,0.04,2,0,10,10,0,0.5,1,0.06,1.66,1
Walls,0,0.07,0.01,0.36,2.7,1.67,0.1,3,1,10,0.86,2,2,2,10,10,10
Walls,0,0.06,0,0.28,2.7,1.63,0.17,3,1,10,0.84,2,2,2,10,10,10
Roofs,0.01,0.72,0.74,11.25,0.2,10,0,1,0,10,10,0,0,0,1.53,0.1,0.61
Roofs,0.22,0.01,1,22.98,0.1,0,0,5,1,10,10,0,0.3,0,0.02,0,0.71
Walls,0,0,0,0.92,2.7,0,0.08,3,1,10,0.81,2,2,2,10,10,10
Clutter,0,0.02,1,1.63,0,0.1,1.82,0,0,10,10,1,0,1,1.12,0.02,0
Clutter,0,0.01,1,1.89,0,0.07,2.01,0,0,10,10,0,1,0,0.09,0.02,0.8
Walls,0,0.2,0.01,0.41,3.3,10,0,3,1,10,0.57,2,2,2,10,10,10
Walls,0,0.02,0.02,0.92,0.5,1.63,0.08,0,0,2.01,10,2,2,2,10,10,10
Walls,0,0.38,0.93,3.96,0.2,0.02,0.11,6,1,10,10,0,0,0,0.06,0.04,0.57
Walls,0,0.01,0,3.89,0.6,0.01,0.07,1,1,0.65,0,2,2,2,10,10,10
Walls,0.01,0.01,0.01,2.41,2.7,0.03,0.26,6,1,10,0.58,2,2,2,10,10,10
Ceilings,0,0.09,1,4.33,0,0.06,0.04,6,1,10,10,0.67,0,0.67,0.09,0.03,1
Clutter,0,0.16,0.15,0.64,1.3,2.11,0,0,0,10,0.49,2,2,2,10,10,10
Clutter,0,0.01,0.01,0.92,0.7,0.59,0.49,1,0,10,0.25,2,2,2,10,10,10
Walls,0,0.02,0,0.28,2.4,0.72,0.08,4,1,10,0.56,2,2,2,10,10,10
Clutter,0,0.01,1,2.4,0,0.19,0.97,0,0,10,10,0,1,1,0.08,1.78,1
Clutter,0,0.01,1,1.63,0,0.1,1.28,0,0,10,10,1,0,1,1.12,0.02,1
Walls,0,0.01,0,0.92,0.6,1.65,0,0,0,1.94,10,2,2,2,10,10,10
Clutter,0,0.01,1,1.63,0,0.25,0.29,0,0,10,10,0,1,1,0.26,2.27,1
Beams,0,0.02,1,9.06,0,0.11,0.34,1,0,10,10,0,0,0,1.77,0.11,1
Clutter,0,0.03,0.01,0.42,1.4,0.99,0.1,0,0,10,0.27,2,2,2,10,10,10
Clutter,0,0.08,0.02,0.78,1.1,4.66,0.53,1,0,10,0.16,2,2,2,10,10,10
Clutter,0,0,1,1.63,0,0.1,1.12,0,0,10,10,1,0,1,1.04,0.03,1
Clutter,0,0.01,1,1.56,0,0.1,1.88,0,0,10,10,1,0,1,1.12,0.03,0
Clutter,0,0.01,1,2.05,0,0.17,0.89,0,0,10,10,0,0,1,0.16,1.72,1
Walls,0,0.02,0.02,3.26,0.6,1.72,0,0,0,1.95,10,2,2,2,10,10,10
Clutter,0,0.08,0.02,0.78,1.2,0.87,0,0,0,10,0.17,2,2,2,10,10,10
Walls,0,0.02,0.01,1.35,2.7,0.04,0.2,4,1,10,0.58,2,2,2,10,10,10
Clutter,0,0.02,1,1.49,0,0.17,1.1,2,0,10,10,0,0,1,0.15,1.43,1
Walls,0.01,0,0,5.52,3.7,0,0,4,1,10,0.02,2,2,2,10,10,10
Walls,0.01,0.01,0.01,3.47,3,0,0,6,1,10,0.71,2,2,2,10,10,10
Ceilings,0.01,0,1,5.73,0,0,0,8,1,10,10,0,0,0.78,0.3,0,1
Walls,0,0.54,0.01,0.3,2.9,10,0,2,0,10,0.71,2,2,2,10,10,10
Clutter,0,0.01,1,1.7,0,0.1,1.3,0,0,10,10,1,0,1,1.12,0.02,0.83
Walls,0,0.01,0,1.49,1.1,0.12,0,3,0,0.13,0.51,2,2,2,10,10,10
Walls,0.01,0.13,0.99,9.84,0.1,0.03,0,0,1,10,10,0,0,0,0.73,0.03,0.97
Clutter,0,0.02,1,2.19,0,0.17,1.09,1,0,10,10,0,0,1,0.16,1.43,0.79
Clutter,0,0.24,0,0.81,2,1.19,0,1,0,10,0.32,2,2,2,10,10,10
Clutter,0.01,0,1,4.31,0,0,0,4,1,10,10,0,0.17,1,0.01,1.56,1
Clutter,0,0.15,0.15,5.95,0.3,0.57,0.3,2,0,10,1.18,2,2,2,10,10,10
Clutter,0,0.06,0,0.14,2.5,4.74,1.2,0,0,0.13,1.55,2,2,2,10,10,10
Clutter,0,0.03,1,2.06,0,0.37,0.56,2,0,10,10,0,0,1,0.11,1.97,1
Clutter,0,0,1,1.63,0,0,1.91,0,0,10,10,1,0,1,0.07,0.03,0
Clutter,0,0.01,1,1.63,0,0.1,1.2,0,0,10,10,1,0,1,1.03,0.03,1
Clutter,0,0.16,0,0.86,2.1,0.5,0.69,0,0,10,0.33,2,2,2,10,10,10
Roofs,0,0.39,0.8,5.88,0.2,10,0,1,0,10,10,0,0.5,0,0.08,0.41,0.71
Clutter,0,0.01,1,2.91,0,0.03,0.95,0,0,10,10,0,0,1,0.01,1.58,1
Clutter,0,0.01,0.01,1.49,1.1,0.57,0,1,0,10,0.04,2,2,2,10,10,10
Walls,0.01,0.01,0.01,3.89,1,0.01,0.08,2,1,0.3,0.01,2,2,2,10,10,10
Beams,0,0.01,1,6.09,0,0.12,0.02,2,0,10,10,0,0.33,0,0.2,0.41,0.7
Walls,0.01,0.03,0,1.77,3.6,0,0,6,1,10,0.51,2,2,2,10,10,10
Walls,0,0.03,0,0.5,3.2,0.11,0,2,0,10,0.49,2,2,2,10,10,10
Walls,0.01,0,0,3.26,2.7,0.01,0.19,1,1,10,0.6,2,2,2,10,10,10
Walls,0,0.02,0,0.71,1.1,0.01,0,0,1,10,0.1,2,2,2,10,10,10
Walls,0.03,0,0,8.99,4.7,0,0,7,1,10,0.61,2,2,2,10,10,10
Clutter,0,0.13,0,0.36,1.6,0.3,0.98,0,0,10,0.38,2,2,2,10,10,10
Roofs,0.05,0.02,1,10.56,0.2,0,0,5,1,10,10,0,0.83,0,0.02,0.37,0.19
Ceilings,0.03,0,1,7.42,0,0,0,5,1,10,10,0,0,1,1.25,0.21,0.96
Ceilings,0.07,0.02,1,12.95,0.2,0,0,7,1,10,10,0.59,0.05,0.59,0.18,0,0.93
Walls,0,0.01,0.01,1.06,0.5,0,0.39,0,0,0.01,0.46,2,2,2,10,10,10
Clutter,0,0.04,1,3.11,0,0.07,0,0,0,10,10,1,0.5,1,0.02,0.07,0.25
Clutter,0,0.03,0.03,0.85,0.8,1.31,0.12,1,0,10,0.19,2,2,2,10,10,10
Clutter,0,0.02,0.01,1.49,0.8,3.72,0.08,2,0,10,0.16,2,2,2,10,10,10
Walls,0.01,0,0,1.63,1.9,0.1,0.1,2,1,10,0.67,2,2,2,10,10,10
Walls,0,0.01,0,0.42,3,0.4,0,2,0,10,0.71,2,2,2,10,10,10
Clutter,0,0.02,1,1.56,0,0.1,1.32,0,0,10,10,0,0,1,0.07,0.02,0.93
Walls,0,0.01,0,1.7,1.2,0.05,0.02,3,0,0.17,0.47,2,2,2,10,10,10
Clutter,0.02,0,1,17.22,0,0,0,5,1,10,10,0.92,0,0.92,0.06,0.08,1
Walls,0,0.01,0.01,2.27,0.6,1.8,0,1,0,1.23,10,2,2,2,10,10,10
Walls,0,0.04,0,0.28,3,0.2,0,2,0,10,0.71,2,2,2,10,10,10
Clutter,0,0.05,1,2.27,0.1,0.06,0,1,0,10,10,0,0,0,0.05,1.49,0
Clutter,0.01,0.01,0,2.41,1.5,0.42,0.32,0,0,10,0.4,2,2,2,10,10,10
Clutter,0,0.01,1,2.28,0,0.37,0.56,2,0,10,10,0,0,1,0.1,1.97,1
Roofs,0,0.03,1,1.56,0,0.06,0.82,0,0,10,10,0,0,0,1.58,0.05,0
Walls,0.01,0.02,0,3.11,3,0.16,0,2,0,10,0.71,2,2,2,10,10,10
Walls,0.01,0.02,0,3.18,3.3,0,0,7,1,10,0.4,2,2,2,10,10,10
Walls,0,0.01,0,0.85,3.3,0.03,0,1,0,10,0.41,2,2,2,10,10,10
Ceilings,0.4,0.01,1,33.6,0.1,0,0,4,1,10,10,0.05,0,0.51,0.02,0,0.99
Walls,0,0.28,0.96,2.05,0.1,0.08,0.26,3,1,10,10,0,0,0,1.12,0.01,1
Beams,0,0,0,1.77,0.6,0.06,0,1,0,0.8,0.62,2,2,2,10,10,10
Walls,0.01,0.04,0.03,2.55,2.4,0.05,0.01,3,0,10,0.46,2,2,2,10,10,10
Clutter,0,0.36,0.01,0.45,1.7,0.55,0.5,2,0,10,0.21,2,2,2,10,10,10
Clutter,0,0.03,0.03,0.85,0.9,1.34,0.08,0,0,10,0.06,2,2,2,10,10,10
Walls,0.01,0.01,0.01,2.19,2.9,3.21,0,1,0,10,0.71,2,2,2,10,10,10
Clutter,0,0.02,0.02,0.5,1.6,0.53,0.52,3,0,10,0.08,2,2,2,10,10,10
Clutter,0.01,0.03,0,1.98,1.9,2.78,0.17,2,0,10,0.11,2,2,2,10,10,10
Walls,0,0.07,0,0.14,2.6,0.67,0,2,0,10,0.06,2,2,2,10,10,10
Walls,0.02,0,0,5.24,3,0,0,7,1,10,0,2,2,2,10,10,10
Ceilings,0.03,0,1,9.05,0,0,0,7,1,10,10,0,0,0.94,0.34,0,0.93
Walls,0,0.01,0,2.13,0.8,3.36,0,0,0,0.25,0.03,2,2,2,10,10,10
Walls,0.05,0.01,0,12.39,3.4,0,0,7,1,10,0.41,2,2,2,10,10,10
Walls,0,0.03,0.01,0.42,1.9,0.1,0.14,3,1,10,0.64,2,2,2,10,10,10
Clutter,0,0.04,0.01,1.84,1.1,0.22,0.78,0,0,10,0.67,2,2,2,10,10,10
Clutter,0,0.13,0.99,2.55,0.1,0.37,0.36,0,0,10,10,0,1,1,0.27,2.12,1
Ceilings,0.21,0,1,52.17,0,0,0,8,1,10,10,0,0,0.25,0.06,0,0.99
Clutter,0,0.02,0,0.42,1.9,3.78,0.32,1,0,10,0.38,2,2,2,10,10,10
Floors,0.01,0,1,3.91,0,0,0.66,1,1,10,10,0.25,0,1,0,2.51,0
Roofs,0,0.01,1,3.83,0,0.02,1.16,0,1,10,10,0,0,0,0.01,0.07,0.41
Floors,0.27,0,1,30.33,0,0,0,7,1,10,10,0.06,0,0.59,0,2.48,1
Walls,0,0,0,0.99,1.6,0.02,0.2,1,0,10,0.67,2,2,2,10,10,10
Walls,0,0.02,0,0.92,1.9,0.1,0.11,2,1,10,0.64,2,2,2,10,10,10
Walls,0,0.01,0,0.85,1.5,0.08,0.6,3,0,0.45,0.51,2,2,2,10,10,10
Walls,0,0,0,0.64,1.2,0.03,0.63,2,0,10,0.5,2,2,2,10,10,10
Clutter,0,0.02,1,1.63,0,0,1.34,0,0,10,10,1,0,1,0.07,0.03,1
Walls,0.02,0.01,0.01,8.85,3.7,0,0,7,1,10,0.02,2,2,2,10,10,10
Clutter,0,0.03,0,0.78,1.7,3.81,0.81,2,0,10,0.21,2,2,2,10,10,10
Floors,0.01,0.01,1,5.03,0,0.07,0.18,0,1,10,10,0,0,0.75,0.01,2.5,0
Walls,0,0.01,0,0.85,1.1,0.01,0.16,0,1,0.19,0.06,2,2,2,10,10,10
Clutter,0,0.13,0.99,1.64,0.1,0.05,0.31,0,0,10,10,1,0,1,0.02,0.03,1
Walls,0,0.01,0,0.28,2.4,0.01,0.17,3,1,10,0.75,2,2,2,10,10,10
Walls,0,0.02,0.02,1.06,0.5,1.84,0,3,0,1.25,10,2,2,2,10,10,10
Beams,0,0,0.01,1.77,0.7,0.06,0,3,0,0.77,0.64,2,2,2,10,10,10
Walls,0,0,0,1.06,1.5,2.29,0,2,0,10,0.67,2,2,2,10,10,10
Walls,0,0.01,0,0.57,2.4,0.1,0.63,3,0,10,0.51,2,2,2,10,10,10
Walls,0,0.06,0,0.14,2.6,2.67,0,1,0,10,0.06,2,2,2,10,10,10
Clutter,0,0.01,1,2.9,0,0.15,0,1,0,10,10,0,0,1,0.09,1.78,1
Clutter,0,0.01,0,0.71,2.2,3.77,0.62,1,0,10,0.1,2,2,2,10,10,10
Clutter,0.01,0.02,1,4.25,0.1,0.03,0.88,0,0,10,10,0,0.5,1,0.43,1.59,0.98
Walls,0,0.03,0.02,1.56,1.7,2.06,0.16,1,0,10,0.59,2,2,2,10,10,10
Clutter,0,0,1,1.56,0,0.01,1.21,0,0,10,10,1,0,1,0.07,0.1,0
Clutter,0,0,1,3.56,0,0.3,1.58,1,0,10,10,0,0,1,0.14,1.78,1
Walls,0,0.01,0,0.57,3.7,1.42,0.91,2,0,10,0.51,2,2,2,10,10,10
Walls,0.01,0,0,4.04,4.8,0,0,7,1,10,0.85,2,2,2,10,10,10
Clutter,0,0.03,0.01,0.92,0.7,0.61,0,0,0,10,0.37,2,2,2,10,10,10
Walls,0,0.04,0,0.36,2.7,3.5,0,0,0,10,0,2,2,2,10,10,10
Walls,0,0.02,0.01,1.13,0.5,1.87,0,3,0,0.75,10,2,2,2,10,10,10
Walls,0,0.06,0.02,0.85,1.6,3.23,0.06,3,0,0.01,0.38,2,2,2,10,10,10
Walls,0,0.01,0.01,1.77,2.8,0.01,0.08,4,1,10,0.44,2,2,2,10,10,10
Walls,0.01,0.02,0.02,5.24,3.1,0.02,0,3,0,10,0.38,2,2,2,10,10,10
Beams,0.02,0.02,0.02,13.17,1.1,0,0,6,1,0.25,0.71,2,2,2,10,10,10
Ceilings,0.03,0.01,1,10.26,0.1,0,0,10,1,10,10,0,0,0.8,0.01,0,1
Walls,0,0.02,0.01,1.63,3.3,3.2,0,3,0,10,0.41,2,2,2,10,10,10
Walls,0,0.02,0,0.5,2.4,0.64,0,4,1,10,0.02,2,2,2,10,10,10
Ceilings,0.07,0.01,1,13.37,0.1,0,0,5,1,10,10,0.18,0.15,0.18,0.24,0.01,0.98
Walls,0,0.33,0,0.32,1.7,1.2,0.1,3,0,10,0.82,2,2,2,10,10,10
Walls,0,0.06,0.01,1.28,1.8,3.26,0.42,2,0,0.01,0.17,2,2,2,10,10,10
Beams,0,0,0.01,0.71,0.7,0,0,0,0,0.65,0.79,2,2,2,10,10,10
Clutter,0,0.01,1,2.2,0,0.25,0.27,0,0,10,10,0,1,1,0.17,2.23,1
Walls,0,0,1,3.33,0,0.09,0,7,1,10,10,0,0,0.5,1.11,0.06,1
Beams,0.01,0.03,1,10.12,0.1,0.25,0,2,0,10,10,0.5,0,0.5,0.01,0.07,1
Floors,0.38,0,1,37.35,0.1,0,0,8,1,10,10,0.04,0,0.55,0.02,2.33,0
Walls,0,0.02,0.02,1.84,1.1,0.01,0.55,1,0,10,0.69,2,2,2,10,10,10
Roofs,0,0.01,1,2.19,0,0.02,0.54,0,1,10,10,0,1,0,0.01,0.06,0.25
Walls,0.01,0.01,0,3.11,2.1,0,0,8,1,10,0.53,2,2,2,10,10,10
Clutter,0.01,0,0.84,5.37,1.4,0,0,7,1,10,10,0.44,0,1,1.11,0.14,0.51
Clutter,0,0.06,1,3.26,0,0.03,0.91,0,0,10,10,1,0,1,0.12,0.01,1
Beams,0,0,0,0.85,0.6,0.06,0,3,0,0.79,0.66,2,2,2,10,10,10
Walls,0,0.02,0.01,1.2,0.5,1.9,0,3,0,0.5,10,2,2,2,10,10,10
Walls,0,0.01,0,0.71,1.2,3.3,0.12,0,0,10,0.18,2,2,2,10,10,10
Beams,0,0,0.01,1.35,0.7,0,0,0,0,0.69,0.79,2,2,2,10,10,10
Roofs,0.01,0.01,1,5.6,0.1,0.01,0.98,0,0,10,10,0,0,0,1.54,0.06,1
Clutter,0,0.02,1,3.36,0,0.4,0.43,1,0,10,10,0.75,0.75,0.75,1.15,0.16,0.96
Clutter,0,0.02,0.83,4.32,0.4,10,0,2,0,10,10,0,0,0,1.53,0.24,0.79
Clutter,0,0.01,1,1.56,0,0.01,1.2,0,0,10,10,1,0,1,0.07,0.09,0
Walls,0,0,0,2.05,2.6,0,0.1,4,1,10,0.74,2,2,2,10,10,10
Beams,0,0,0,1.98,0.6,0.06,0,2,0,0.79,0.66,2,2,2,10,10,10
Walls,0.01,0,0.03,2.21,3.3,0,0,6,1,10,0.36,2,2,2,10,10,10
Clutter,0,0.01,0.01,2.69,1.5,0.75,0.09,1,0,0.62,10,2,2,2,10,10,10
Clutter,0,0.02,0.01,1.4,1.3,0.55,0.54,0,0,10,0.1,2,2,2,10,10,10
Walls,0,0.06,0.03,1.5,1.2,0.05,0.05,2,1,0.22,0.4,2,2,2,10,10,10
Clutter,0,0,0.01,1.2,1.7,0.09,0.02,2,0,0.62,10,2,2,2,10,10,10
Clutter,0,0.27,0.96,1.77,0.2,0.27,0.69,2,0,10,10,0,0,0,1.79,0.29,0.67
Floors,0,0.01,1,3.3,0,0.88,2.17,0,0,10,10,0,0,1,0.03,2.36,1
Walls,0,0.02,0.01,2.19,0.5,1.94,0,3,0,0.51,10,2,2,2,10,10,10
Clutter,0,0,0.01,1.06,0.9,4.3,0.36,1,0,0.04,10,2,2,2,10,10,10
Walls,0,0.02,0,1.13,1.7,0.01,1.4,2,0,10,0.01,2,2,2,10,10,10
Clutter,0,0.02,0.01,0.78,0.7,0.27,2.69,0,0,10,0.74,2,2,2,10,10,10
Walls,0,0.03,0.01,1,2.6,0.01,0,2,0,10,0.01,2,2,2,10,10,10
Clutter,0,0.06,1,1.91,0,0.23,0.93,1,0,10,10,0,0,0,2.34,0.68,1
Clutter,0,0,0,0.92,1.6,0.44,0.44,1,0,10,0.09,2,2,2,10,10,10
Ceilings,0,0.02,1,2,0,0.03,0.87,0,0,10,10,0,0,0,0.01,0,0
Walls,0,0.09,0,0.5,2.5,0.68,0,5,1,10,0.03,2,2,2,10,10,10
Walls,0,0.01,0,0.57,1.6,2.25,0,2,0,10,0.09,2,2,2,10,10,10
Walls,0,0.02,0.02,0.99,1.7,2.04,0.17,0,0,10,0.58,2,2,2,10,10,10
Clutter,0,0.01,0,0.36,1.6,0.02,0,1,0,10,0.04,2,2,2,10,10,10
Clutter,0,0.15,0.75,4.24,0.4,10,0,1,0,10,10,0,0,0,0.02,0.26,0.75
Walls,0,0.07,0.01,0.22,2.2,0.34,0,2,1,10,0.18,2,2,2,10,10,10
Clutter,0,0.31,0.95,1.49,0.2,0.26,0.3,2,0,10,10,0,0,0,1.81,0.29,1
Clutter,0,0.57,0.55,1.77,0.3,2.75,0.03,2,0,10,10,0,0,0,1.6,0.18,0.5
Clutter,0.01,0.01,0.01,4.04,1.7,0,0,7,1,0.65,10,2,2,2,10,10,10
Clutter,0,0.12,0.12,1.98,0.8,0.16,0.8,1,1,0.82,10,2,2,2,10,10,10
Beams,0.01,0.01,0.02,8.71,0.7,0,0,6,1,0.54,0.82,2,2,2,10,10,10
Clutter,0,0.22,0.01,0.89,1.1,2.8,1.85,1,0,10,0.02,2,2,2,10,10,10
Roofs,0.08,0.02,1,23.57,0.1,0,0,7,1,10,10,0,0.17,0,1.87,0.55,0.8
Walls,0.01,0.01,0,2.83,2.9,0,0,5,1,10,0.01,2,2,2,10,10,10
Walls,0,0.01,0,0.92,2.9,0.17,0,1,0,10,0.01,2,2,2,10,10,10
Clutter,0,0.02,0.01,0.85,2.3,0.71,0.66,0,0,10,0.12,2,2,2,10,10,10
Clutter,0,0.01,1,1.41,0,0.37,0,1,0,10,10,0,0,0,1.15,0.07,0
Clutter,0,0.02,0,1.28,1.6,1.47,1.61,0,0,10,0.11,2,2,2,10,10,10
Roofs,0,0.01,1,3.92,0,0.02,0,1,1,10,10,0,1,0,0.02,0.23,0.14
Beams,0,0,0,1.77,0.6,0.07,0,1,0,0.1,0.68,2,2,2,10,10,10
Clutter,0,0.01,0.01,0.42,1.7,0.86,0.86,1,0,10,0.01,2,2,2,10,10,10
Clutter,0,0.34,0.01,0.45,1.1,0.18,1.85,1,0,10,0.02,2,2,2,10,10,10
